date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:42:32	4549/4549	---M--	200	added ('OK')	image/png	etag:%220b84e5275c7d61:0%22	http://nx-cdn.trgwl.com/Images/jquery-ui/ui-icons_cc0000_256x240.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/jquery-ui/ui-icons_cc0000_256x2402780.png	(from https://172.105.124.130/)
16:42:32	6999/6999	---M--	200	added ('OK')	image/png	etag:%220b84e5275c7d61:0%22	http://nx-cdn.trgwl.com/Images/jquery-ui/ui-icons_777777_256x240.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/jquery-ui/ui-icons_777777_256x2402780.png	(from https://172.105.124.130/)
16:42:33	24958/24958	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/layout/flags.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/layout/flags2780.png	(from https://172.105.124.130/)
16:42:33	75870/75870	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:34%20GMT	https://172.105.124.130/mobile/home	D:/HASIL/DUMP%20VER2/172.105.124.130/mobile/home.html	(from https://172.105.124.130/)
16:42:34	234599/234599	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:35%20GMT	https://172.105.124.130/desktop/home	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/home.html	(from https://172.105.124.130/)
16:42:34	28011/28011	---M--	200	added ('OK')	image/png	etag:%22bc398a814ced81:0%22	https://api2-dus.tr8n2games.com/images/logo_dfde0887-1462-4309-94a0-65ec96fdfcb2_1663162126563.png	D:/HASIL/DUMP%20VER2/api2-dus.tr8n2games.com/images/logo_dfde0887-1462-4309-94a0-65ec96fdfcb2_1663162126563.png	(from https://172.105.124.130/)
16:42:34	215918/215918	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:36%20GMT	https://172.105.124.130/desktop/hot-games	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/hot-games.html	(from https://172.105.124.130/)
16:42:36	6704/6704	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/pp.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/pp2780.png	(from https://172.105.124.130/)
16:42:36	6954/6954	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/trg.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/trg2780.png	(from https://172.105.124.130/)
16:42:36	233169/233169	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:36%20GMT	https://172.105.124.130/desktop/slots/pragmatic	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/pragmatic.html	(from https://172.105.124.130/)
16:42:38	7002/7002	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/microgaming.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/microgaming2780.png	(from https://172.105.124.130/)
16:42:38	227636/227636	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:38%20GMT	https://172.105.124.130/desktop/slots/microgaming	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/microgaming.html	(from https://172.105.124.130/)
16:42:39	241836/241836	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:39%20GMT	https://172.105.124.130/desktop/slots/crowd-play	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/crowd-play.html	(from https://172.105.124.130/)
16:42:40	13796/13796	---M--	200	added ('OK')	image/png	etag:%22025a8272529d91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/crowdplay.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/crowdplay2780.png	(from https://172.105.124.130/)
16:42:40	226726/226726	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:40%20GMT	https://172.105.124.130/desktop/slots/pgsoft	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/pgsoft.html	(from https://172.105.124.130/)
16:42:40	6134/6134	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/pgsoft.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/pgsoft2780.png	(from https://172.105.124.130/)
16:42:42	226723/226723	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:42%20GMT	https://172.105.124.130/desktop/slots/advantplay	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/advantplay.html	(from https://172.105.124.130/)
16:42:42	10556/10556	---M--	200	added ('OK')	image/png	etag:%22064d35ab160d71:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/advantplay.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/advantplay2780.png	(from https://172.105.124.130/)
16:42:43	241840/241840	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:43%20GMT	https://172.105.124.130/desktop/slots/reel-kingdom	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/reel-kingdom.html	(from https://172.105.124.130/)
16:42:43	12317/12317	---M--	200	added ('OK')	image/png	etag:%220dbd31daefd81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/reelkingdom.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/reelkingdom2780.png	(from https://172.105.124.130/)
16:42:44	12991/12991	---M--	200	added ('OK')	image/png	etag:%220afa12ccdd61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/g8poker.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/g8poker2780.png	(from https://172.105.124.130/)
16:42:47	20232/20232	---M--	200	added ('OK')	image/png	etag:%220b1a73bcfd1d71:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/balak4d.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/balak4d2780.png	(from https://172.105.124.130/)
16:42:47	252622/252622	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:46%20GMT	https://172.105.124.130/desktop/slots	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots.html	(from https://172.105.124.130/)
16:42:47	10935/10935	---M--	200	added ('OK')	image/png	etag:%220ef351621e7d81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/amb.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/amb2780.png	(from https://172.105.124.130/)
16:42:47	241828/241828	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:46%20GMT	https://172.105.124.130/desktop/slots/amb-slot	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/amb-slot.html	(from https://172.105.124.130/)
16:42:49	241829/241829	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:49%20GMT	https://172.105.124.130/desktop/slots/bigpot	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/bigpot.html	(from https://172.105.124.130/)
16:42:49	9510/9510	---M--	200	added ('OK')	image/png	etag:%220d33b091e9d81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/bigpot.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/bigpot2780.png	(from https://172.105.124.130/)
16:42:50	14301/14301	---M--	200	added ('OK')	image/png	etag:%220ffae79f4efd81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/vpower.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/vpower2780.png	(from https://172.105.124.130/)
16:42:50	241829/241829	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:50%20GMT	https://172.105.124.130/desktop/slots/vpower	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/vpower.html	(from https://172.105.124.130/)
16:42:52	241836/241836	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:52%20GMT	https://172.105.124.130/desktop/slots/mario-club	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/mario-club.html	(from https://172.105.124.130/)
16:42:52	10352/10352	---M--	200	added ('OK')	image/png	etag:%2206365b9c19d91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/marioclub.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/marioclub2780.png	(from https://172.105.124.130/)
16:42:53	241839/241839	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:53%20GMT	https://172.105.124.130/desktop/slots/dragoonsoft	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/dragoonsoft.html	(from https://172.105.124.130/)
16:42:54	14065/14065	---M--	200	added ('OK')	image/png	etag:%2209dd2d82d9d91:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/dragoonsoft.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/dragoonsoft2780.png	(from https://172.105.124.130/)
16:42:54	224418/224418	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:54%20GMT	https://172.105.124.130/desktop/slots/slot88	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/slot88.html	(from https://172.105.124.130/)
16:42:54	9743/9743	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/slot88.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/slot882780.png	(from https://172.105.124.130/)
16:42:56	241828/241828	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:56%20GMT	https://172.105.124.130/desktop/slots/ion-slot	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/ion-slot.html	(from https://172.105.124.130/)
16:42:56	10906/10906	---M--	200	added ('OK')	image/png	etag:%2209facdeb73ad71:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/pgs.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/pgs2780.png	(from https://172.105.124.130/)
16:42:57	228321/228321	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:57%20GMT	https://172.105.124.130/desktop/slots/joker	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/joker.html	(from https://172.105.124.130/)
16:42:57	8111/8111	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/joker.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/joker2780.png	(from https://172.105.124.130/)
16:42:58	9952/9952	---M--	200	added ('OK')	image/png	etag:%2208cbc4589ccd81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/fachai.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/fachai2780.png	(from https://172.105.124.130/)
16:42:59	241829/241829	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:58%20GMT	https://172.105.124.130/desktop/slots/fachai	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/fachai.html	(from https://172.105.124.130/)
16:43:00	241825/241825	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:42:59%20GMT	https://172.105.124.130/desktop/slots/jili	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/jili.html	(from https://172.105.124.130/)
16:43:00	9905/9905	---M--	200	added ('OK')	image/png	etag:%22093a17984b6d81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/jili.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/jili2780.png	(from https://172.105.124.130/)
16:43:01	225599/225599	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:01%20GMT	https://172.105.124.130/desktop/slots/live22	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/live22.html	(from https://172.105.124.130/)
16:43:01	9722/9722	---M--	200	added ('OK')	image/png	etag:%2204634bf75fad61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/live22.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/live222780.png	(from https://172.105.124.130/)
16:43:02	241833/241833	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:02%20GMT	https://172.105.124.130/desktop/slots/playstar	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/playstar.html	(from https://172.105.124.130/)
16:43:02	12208/12208	---M--	200	added ('OK')	image/png	etag:%2207926397811d81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/playstar.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/playstar2780.png	(from https://172.105.124.130/)
16:43:04	5692/5692	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/spadegaming.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/spadegaming2780.png	(from https://172.105.124.130/)
16:43:04	241840/241840	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:03%20GMT	https://172.105.124.130/desktop/slots/spade-gaming	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/spade-gaming.html	(from https://172.105.124.130/)
16:43:05	241836/241836	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:05%20GMT	https://172.105.124.130/desktop/slots/fun-gaming	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/fun-gaming.html	(from https://172.105.124.130/)
16:43:05	12754/12754	---M--	200	added ('OK')	image/png	etag:%22085f3e373fad81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/fungaming.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/fungaming2780.png	(from https://172.105.124.130/)
16:43:06	6814/6814	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/habanero.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/habanero2780.png	(from https://172.105.124.130/)
16:43:06	241833/241833	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:06%20GMT	https://172.105.124.130/desktop/slots/habanero	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/habanero.html	(from https://172.105.124.130/)
16:43:08	241823/241823	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:08%20GMT	https://172.105.124.130/desktop/slots/jdb	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/jdb.html	(from https://172.105.124.130/)
16:43:09	13405/13405	---M--	200	added ('OK')	image/png	etag:%2201ae3976040d71:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/jdb.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/jdb2780.png	(from https://172.105.124.130/)
16:43:09	4841/4841	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/sbocq9.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/sbocq92780.png	(from https://172.105.124.130/)
16:43:10	241826/241826	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:08%20GMT	https://172.105.124.130/desktop/slots/cq9	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/cq9.html	(from https://172.105.124.130/)
16:43:10	241836/241836	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:10%20GMT	https://172.105.124.130/desktop/slots/ttg	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/ttg.html	(from https://172.105.124.130/)
16:43:10	10332/10332	---M--	200	added ('OK')	image/png	etag:%220f276404780d81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/ttg.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/ttg2780.png	(from https://172.105.124.130/)
16:43:12	241831/241831	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:12%20GMT	https://172.105.124.130/desktop/slots/betsoft	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/betsoft.html	(from https://172.105.124.130/)
16:43:12	12964/12964	---M--	200	added ('OK')	image/png	etag:%2203ec2203a84d81:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/betsoft.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/betsoft2780.png	(from https://172.105.124.130/)
16:43:13	241833/241833	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:13%20GMT	https://172.105.124.130/desktop/slots/playtech	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/playtech.html	(from https://172.105.124.130/)
16:43:13	7585/7585	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/playtech.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/playtech2780.png	(from https://172.105.124.130/)
16:43:14	241835/241835	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:14%20GMT	https://172.105.124.130/desktop/slots/yggdrasil	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/yggdrasil.html	(from https://172.105.124.130/)
16:43:14	10166/10166	---M--	200	added ('OK')	image/png	etag:%220b0de641d3d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/yggdrasil.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/yggdrasil2780.png	(from https://172.105.124.130/)
16:43:16	6556/6556	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/playngo.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/playngo2780.png	(from https://172.105.124.130/)
16:43:16	241837/241837	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2009:43:16%20GMT	https://172.105.124.130/desktop/slots/playngo	D:/HASIL/DUMP%20VER2/172.105.124.130/desktop/slots/playngo.html	(from https://172.105.124.130/)
16:43:17	5850/5850	---M--	200	added ('OK')	image/png	etag:%220ce75e4e5c8d61:0%22	http://nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/onetouch.png?v=20230117-2	D:/HASIL/DUMP%20VER2/nx-cdn.trgwl.com/Images/nexus-beta/dark-gold/desktop/providers/shortcuts/onetouch2780.png	(from https://172.105.124.130/)
